id,title,author,year
1979,Casa Tempo Destino,Carlos Mendes,2015,
1980,Vida Vento,Caio Mendes,2012,
1981,Passado A Cidade Vento,Carlos Guedes,2018,
1982,Mistério A Vento Mistério Sombra,Daniela Ferreira,2019,
1983,Cidade Cidade Mistério,Carlos Amaral,2016,
1984,Mar Vida,Hugo Cardoso,2013,
1985,Árvore Sombra Luz Sonho Luz,Eduardo Lima,2012,
1986,Futuro Passado Silêncio Tempo Sonho,Paloma Amaral,2014,
1987,Passado Tempo Vento,Josué Ribeiro,2016,
1988,A Vento O Cidade Sombra,Artur Costa,2020,
1989,O Tempo Cidade A,Bruno Rezende,2013,
1990,Cidade Noite O,João Oliveira,2020,
1991,Casa Tempo Mar Árvore Amor,Ronaldo Rocha,2014,
1992,Sonho Futuro Vento O Esperança,Ronaldo Barbosa,2013,
1993,Silêncio Mistério,Gabriel Pereira,2010,
1994,Silêncio Tempo Passado,Amanda Almeida,2017,
1995,Destino Casa A Amor Noite,Ana Luiza Ribeiro,2016,
1996,Tempo Esperança Passado Noite Futuro,Eduarda Cruz,2017,
1997,Esperança Futuro Luz Casa,Fabricio Saigg,2012,
1998,Destino Noite,João Cardoso,2012,
1999,Futuro Mar Cidade Vento Vento,Rodrigo Cardoso,2016,
2000,Casa Amor,Maria Ribeiro,2016,
2001,Luz Sombra Passado Mar,Natália Carvalho,2010,
2002,Sonho O Casa Futuro Esperança,Rafael Souza,2010,
2003,Luz Cidade,Cristiano Arrascaeta,2014,
2004,Destino Noite Vento A,Rafael Moraes,2017,
2005,Mar Vida Destino Sonho Amor,Marcelo Souza,2019,
2006,Noite Luz Futuro Mar Árvore,Luisa Alves,2010,
2007,Destino A Mistério Tempo,Daniela Arrascaeta,2021,
2008,Tempo Destino O,Felippe Arrascaeta,2022,
2009,Amor Sonho Noite Destino Silêncio,Felippe Carvalho,2015,
2010,Sombra Destino Árvore Amor Futuro,Felippe Souza,2015,
2011,Mistério A Casa,Daniela Alves,2013,
2012,Cidade Mar,Eduardo Ferreira,2014,
2013,Futuro Destino Árvore Noite Mar,Eduardo Oliveira,2017,
2014,Esperança Mistério Vida O,Fernanda Cruz,2018,
2015,Luz Passado,Paolla Saigg,2022,
2016,Árvore Amor Casa,Ayrton Oliveira,2012,
2017,Sonho Vida Casa,Ana Luiza Souza,2021,
2018,Mistério Futuro Passado Mistério,Bruna Moreira,2013,
2019,Futuro Vento,Eduardo Rezende,2019,
2020,Futuro Mar Passado,Leonardo Araujo,2016,
2021,Noite Árvore Silêncio,Maria Pereira,2020,
2022,Noite Sombra Futuro A O,Luisa Simas,2020,
2023,Tempo Destino,Rafael Costa,2014,
2024,Casa Árvore Vida,Gabriel Carvalho,2021,
2025,Silêncio A Passado Noite Vida,Fabricio Santoro,2019,
2026,Vida Amor Destino Vida,Thiago Cardoso,2020,
2027,Esperança Vento,Ayrton Rezende,2019,
2028,Cidade Futuro,Maria Lima,2017,
2029,A Árvore,Luiza Solano,2016,
2030,Futuro Árvore,Felipe Santoro,2012,
2031,Silêncio Amor,Fabricio Oliveira,2014,
2032,Mar Sombra,Ronaldo Moreira,2014,
2033,Sombra Destino Vida Cidade,Eduarda Oliveira,2010,
2034,Passado Mistério Amor A Vida,Felippe Simas,2022,
2035,Passado Casa Vida,Davi Almeida,2020,
2036,Noite Noite Mar,Fernanda Amaral,2020,
2037,Passado O Casa Passado,Cleber Cruz,2019,
2038,Amor Cidade Vento Tempo Árvore,Eduarda Souza,2016,
2039,Destino Noite Mistério Mar Árvore,Arthur Silva,2013,
2040,Sonho Destino Futuro Casa Mar,Vitor Moraes,2019,
2041,Árvore Cidade,Leonardo Souza,2022,
2042,Noite Sonho O,Fernanda Arrascaeta,2014,
2043,Vida Sonho Mistério Cidade,Chris Lima,2018,
2044,Luz Esperança,Maria Carvalho,2017,
2045,Noite Futuro Mistério,Bruna Costa,2010,
2046,Vida Cidade,Chris Freitas,2015,
2047,Luz Casa O Mar Vento,Lucas Melo,2018,
2048,Amor O Vento Cidade O,Julia Moraes,2020,
2049,Sonho Cidade Sombra Sombra,Lucas Souza,2018,
2050,A Sonho Casa Casa Vento,Arthur Freitas,2021,
2051,Mistério Cidade Noite A Cidade,Lucas Barbosa,2011,
2052,Vento Mistério O,Camila Ribeiro,2022,
2053,Mistério Vento A Passado,David Souza,2017,
2054,Vida Luz,Ronaldo Barbosa,2011,
2055,Árvore Casa Árvore Amor Esperança,Nayara Costa,2021,
2056,Luz Vida Mistério,Cristiano Silva,2012,
2057,Noite Sombra,Cleber Souza,2015,
2058,Cidade Vida Mistério,Daniela Carvalho,2020,
2059,Esperança Futuro Casa Noite,Gustavo Carvalho,2015,
2060,Destino Futuro O Vento Passado,Carlos Arrascaeta,2013,
2061,Cidade Sonho,Ana Luiza Martins,2011,
2062,Luz Mistério Futuro,Thiago Ferreira,2017,
2063,Vida Amor Vento,Marcelo Simas,2021,
2064,A Casa,Bruno Ferreira,2010,
2065,Noite Sonho Destino Mar,Carlos Gomes,2014,
2066,Noite Vento Vento Noite Árvore,Josué Santos,2011,
2067,Amor O,Chris Gomes,2011,
2068,Sonho Noite Casa,Julia Faleiros,2022,
2069,Esperança Noite,Luan Ferreira,2013,
2070,A Luz O Mar Destino,Fabricio Santos,2016,
2071,Mistério Silêncio,Felipe Amaral,2015,
2072,Casa Silêncio,Vitor Freitas,2020,
2073,Cidade Futuro Vida Tempo,Ronaldo Alves,2010,
2074,Sombra Sonho O Sombra Futuro,Lucas Santos,2021,
2075,Vento Destino Esperança,Marcelo Pinto,2016,
2076,Esperança Esperança,Mateus Souza,2011,
2077,Noite Esperança Passado,Felippe Costa,2021,
2078,Vida Árvore Cidade Tempo,Ayrton Faleiros,2011,
2079,Destino O,Daniela Ferreira,2021,
2080,Vento Destino,Gabriel Souza,2013,
2081,Casa Mar,Hugo Ferreira,2016,
2082,Esperança Destino Mistério O,Davi Oliveira,2014,
2083,Árvore Vento Noite,Mateus Costa,2018,
2084,Sonho Noite Árvore Casa Mar,Ronaldo Arrascaeta,2016,
2085,Sombra A Árvore,Rodrigo Araujo,2021,
2086,Noite Vento,Lucas Moraes,2021,
2087,Destino Amor Luz,Gabriel Nunes,2022,
2088,Silêncio Casa Sombra Sombra O,Davi Rocha,2015,
2089,Tempo Passado Passado,Lucas Solano,2022,
2090,Amor Esperança A Tempo Mar,Luan Saigg,2015,
2091,Mar Luz Mistério Mistério,Pedro Souza,2010,
2092,Tempo Sombra Passado Sombra,Chris Costa,2018,
2093,A Destino Amor Sonho,Gabriel Amaral,2020,
2094,Esperança Vento Sonho Luz Mistério,Chris Almeida,2018,
2095,Sombra A Passado,Patricia Araujo,2012,
2096,Cidade Amor Futuro,Vitor Santos,2020,
2097,Vento O Silêncio,Bruna Ferreira,2014,
2098,Sombra A O Passado,Gabriel Silva,2013,
2099,Mar A Sonho Amor,Julia Pereira,2011,
2100,Árvore Cidade Destino,Lucas Gomes,2019,
2101,Sonho Mistério,Eduardo Barbosa,2013,
2102,Amor Mistério,Natália Saigg,2022,
2103,Silêncio Sonho Mar Vida,João Solano,2018,
2104,Vento Esperança A Mistério Cidade,Rafael Almeida,2018,
2105,Tempo Vento Noite A Cidade,Vitor Barbosa,2018,
2106,Vida Mistério Esperança Sonho,Paloma Barbosa,2011,
2107,Esperança O,Thiago Santoro,2014,
2108,Mistério Cidade Árvore Luz Noite,Fabricio Amaral,2020,
2109,Luz O Passado Sombra,Lucas Solano,2017,
2110,Mar Noite Sonho,Cleber Arrascaeta,2012,
2111,Amor Sonho Mistério,Camila Saigg,2021,
2112,Cidade Amor Noite Noite,Paolla Cruz,2017,
2113,Vento Cidade Passado Mistério,Eduarda Rezende,2014,
2114,Futuro A,Arthur Cardoso,2017,
2115,Amor Passado Luz Luz Luz,Julia Nunes,2014,
2116,Vida Futuro Mar,Chris Rezende,2014,
2117,Sombra Sombra O Vento,Cleber Rezende,2020,
2118,Vento Casa Noite,Rafael Costa,2017,
2119,Sonho A Vida Casa Sombra,Mateus Almeida,2016,
2120,Sonho O Noite,Natália Mendes,2014,
2121,Mar Vento Casa Cidade,Fernanda Solano,2015,
2122,Mistério Esperança O,Luan Faleiros,2014,
2123,Mistério Vida,Maria Martins,2013,
2124,Amor Cidade Cidade Vento Árvore,Eduardo Faleiros,2019,
2125,O Casa Futuro Noite,Pedro Barbosa,2019,
2126,Vento Árvore Amor Futuro,Ana Luiza Alves,2018,
2127,Mar Tempo Passado Noite Vida,Josué Guedes,2018,
2128,Sombra Silêncio,Nayara Moreira,2016,
2129,Tempo Casa Árvore,Thiago Carvalho,2010,
2130,Sonho Sonho,Luisa Amaral,2011,
2131,Cidade Tempo Luz Tempo,Gabriel Rezende,2018,
2132,Sombra Mar Amor,Rodrigo Barbosa,2022,
2133,Luz Noite,Cristiano Freitas,2017,
2134,Silêncio A,David Mendes,2013,
2135,Silêncio Luz Vento,Natália Barbosa,2022,
2136,Luz Amor Vida Noite Esperança,Fernanda Freitas,2014,
2137,Árvore Casa Mar,Patricia Ferreira,2017,
2138,Mistério A,Gabriel Silva,2014,
2139,Casa Árvore Cidade Silêncio,Gabriel Mendes,2020,
2140,A Destino,Felippe Amaral,2015,
2141,Amor Cidade Casa Esperança Cidade,Ayrton Almeida,2017,
2142,O Árvore Árvore,Ronaldo Moreira,2014,
2143,Luz Vida Sonho,Carlos Ribeiro,2019,
2144,Casa O Destino,Fabricio Souza,2021,
2145,Passado Destino,Thiago Simas,2020,
2146,Esperança Amor,Natália Costa,2011,
2147,Esperança Futuro,Felipe Melo,2018,
2148,Passado Vida Vento Tempo Mar,Camila Faleiros,2016,
2149,Mistério Sonho,Cleber Guedes,2014,
2150,Vento Amor Silêncio Noite,Vitor Oliveira,2018,
2151,O Mistério Sombra Cidade Amor,Lucas Ribeiro,2018,
2152,Futuro Sonho Mistério Tempo Casa,Maria Rocha,2018,
2153,Cidade Vida,Gabriel Araujo,2010,
2154,Cidade Mistério Árvore Esperança Sombra,Fernanda Santos,2019,
2155,Vento A Sombra,Fabricio Rezende,2010,
2156,Passado Destino Casa Tempo,Luiza Oliveira,2012,
2157,O Cidade Noite Tempo Mar,Luan Amaral,2022,
2158,Vento Esperança,Bruna Melo,2014,
2159,Amor Vento Vento Esperança Cidade,Fernanda Costa,2021,
2160,Sonho O Vento Luz,Ayrton Martins,2019,
2161,Mistério Silêncio,David Melo,2013,
2162,Cidade Esperança Amor Sonho,Eduarda Rezende,2014,
2163,Mistério Futuro Vida Passado,Arthur Oliveira,2018,
2164,Mar O,Josué Lima,2015,
2165,Mistério O Noite,Eduarda Barbosa,2021,
2166,Esperança Esperança Mar Árvore Noite,Rafael Amaral,2019,
2167,Tempo Amor Futuro,Pedro Santos,2013,
2168,A Mistério,Fabricio Moraes,2017,
2169,Passado Esperança Vida Sombra,Bruno Freitas,2021,
2170,Amor Árvore Mar Luz Noite,Fernanda Santoro,2018,
2171,Tempo Noite O Vento Vento,Marcelo Mendes,2015,
2172,Luz A Silêncio,Caio Mendes,2015,
2173,Mar Futuro O Sombra Sombra,Chris Ribeiro,2012,
2174,Futuro Sombra,Ayrton Santos,2016,
2175,Vida Mistério Passado Futuro A,Lucas Ferreira,2012,
2176,Passado Mistério Destino A,Maria Carvalho,2022,
2177,Noite Árvore Passado Futuro,Lucas Costa,2020,
2178,Vento Destino Árvore,Leonardo Martins,2021,
2179,Amor Vento Vida,Ana Luiza Oliveira,2016,
2180,Vida Silêncio Mistério Luz Cidade,Cleber Amaral,2019,
2181,Sombra Mar Futuro,Thiago Santos,2018,
2182,Cidade Luz,Ayrton Almeida,2014,
2183,Destino Vida Passado Noite,Artur Cruz,2021,
2184,Amor Cidade O Cidade,Luiza Gomes,2021,
2185,Casa Casa Sonho Esperança,Chris Freitas,2020,
2186,Casa Destino Noite Casa Árvore,Paloma Freitas,2018,
2187,Sonho A O,Luisa Freitas,2010,
2188,Tempo Sonho O,Ronaldo Cardoso,2022,
2189,O Amor Mistério Sombra Luz,Ronaldo Guedes,2015,
2190,Tempo Mar Tempo,Paloma Santoro,2018,
2191,Amor Sonho,Patricia Oliveira,2012,
2192,Mar Tempo Sombra Cidade Tempo,Leticia Nunes,2013,
2193,A Silêncio,Eduarda Santoro,2011,
2194,Silêncio Tempo Casa A,Ana Luiza Santos,2013,
2195,Amor Destino Vida Mistério,Nayara Araujo,2020,
2196,Cidade Vida Vida,João Barbosa,2019,
2197,Vida Silêncio A,Luan Pinto,2020,
2198,Mar Tempo Passado Vento Mar,Carlos Moraes,2017,
2199,Sombra Futuro Mar,Marcelo Cruz,2017,
2200,Futuro O Casa Sonho Tempo,Felippe Barbosa,2017,
2201,Passado Mar Mistério Cidade Árvore,Fernanda Mendes,2018,
2202,Cidade Casa Tempo,Thiago Rezende,2021,
2203,Sombra Cidade Passado Sombra Mar,Vitor Ribeiro,2016,
2204,Esperança Esperança Sombra,David Saigg,2015,
2205,Passado Vida Passado Vento Vento,Lucas Araujo,2010,
2206,Amor Vento,Bruno Araujo,2011,
2207,Cidade A Tempo Noite Passado,Luan Cardoso,2019,
2208,Destino Tempo Passado Silêncio Sonho,Felipe Freitas,2018,
2209,Vento Passado Luz,João Ferreira,2011,
2210,Esperança Futuro Casa Noite,Vitor Araujo,2011,
2211,Sonho Silêncio Vento Passado,Cleber Cardoso,2014,
2212,Mar Amor Mistério Tempo Árvore,Rodrigo Oliveira,2018,
2213,Amor Futuro Mar Amor Sombra,Leticia Nunes,2017,
2214,Árvore Tempo,Paolla Cruz,2016,
2215,Sombra Vento A Vida Tempo,Luisa Santoro,2015,
2216,O Noite Luz,Carlos Costa,2017,
2217,Casa Cidade Sonho Sonho Cidade,Gabriel Guedes,2018,
2218,Passado Futuro,Bruno Faleiros,2013,
2219,Noite Mistério Vento A Luz,Marcelo Moreira,2018,
2220,Cidade Vento,Luan Carvalho,2017,
2221,Vida Amor Sombra Árvore,Ana Luiza Amaral,2010,
2222,O Vento Vida Mistério Luz,Bruno Souza,2019,
2223,Cidade Luz Cidade Noite Esperança,Carlos Barbosa,2016,
2224,Árvore Destino Mistério,Luiza Mendes,2017,
2225,Casa Futuro Tempo,Luan Souza,2022,
2226,Amor Tempo Amor Vento,Nayara Alves,2022,
2227,Futuro Noite A,Patricia Oliveira,2017,
2228,A Sombra Cidade,Paolla Souza,2015,
2229,O Amor Sombra,Leticia Carvalho,2015,
2230,Passado Casa,Leonardo Moreira,2014,
2231,Árvore Destino Tempo A Amor,Cleber Freitas,2012,
2232,A Destino Árvore,Cleber Amaral,2019,
2233,Destino Casa O Silêncio Mar,Patricia Souza,2013,
2234,Futuro Sonho,Leticia Araujo,2012,
2235,Tempo O A,Josué Cardoso,2021,
2236,Futuro Futuro Destino,Ronaldo Simas,2020,
2237,Casa Silêncio Casa,Luiza Almeida,2015,
2238,Silêncio Destino Noite Esperança A,Rodrigo Lima,2019,
2239,Vento Futuro,Felippe Saigg,2014,
2240,Árvore Passado Tempo,Pedro Nunes,2014,
2241,Destino Mar,João Pereira,2020,
2242,Mistério Destino Futuro,Nayara Martins,2020,
2243,Destino Sombra Noite Amor,Lucas Costa,2014,
2244,Casa Amor,Fernanda Mendes,2020,
2245,Luz A Sonho Mistério Cidade,Gustavo Araujo,2020,
2246,Esperança Esperança Árvore,Gustavo Souza,2010,
2247,Futuro Vento Vento Mar Mar,Bruna Saigg,2021,
2248,Destino Casa Casa,Artur Nunes,2021,
2249,Sombra Silêncio O Amor,Artur Moraes,2021,
2250,Amor Casa Noite Futuro Futuro,Eduarda Ferreira,2010,
2251,Árvore A,Gustavo Souza,2022,
2252,Esperança Mar A Casa,Thiago Costa,2013,
2253,Passado Sombra Vida Vento Casa,Caio Moreira,2019,
2254,Amor Árvore Sonho,Gabriel Cruz,2017,
2255,Tempo Noite Passado,Pedro Costa,2011,
2256,Vento Mistério Esperança Destino Passado,Caio Araujo,2021,
2257,Cidade Sonho,Gabriel Moreira,2021,
2258,O Vida Sonho Noite O,Gabriel Amaral,2012,
2259,Esperança Amor Vida Noite Mistério,Amanda Ferreira,2014,
2260,O Sonho Luz Passado,Patricia Santos,2022,
2261,Árvore Tempo Sombra,Lucas Ribeiro,2011,
2262,Tempo Sombra Vida,Rafael Guedes,2017,
2263,Árvore Noite Mistério Luz,Rodrigo Santoro,2014,
2264,Esperança Mistério Vida,Gabriel Gomes,2013,
2265,Árvore Passado Futuro Luz,Cleber Souza,2018,
2266,Mar Luz,Vitor Solano,2022,
2267,Casa Mar Noite Tempo,Maria Pinto,2014,
2268,Vida Mar Mar Mar,Rafael Rocha,2018,
2269,Silêncio Árvore Cidade Amor Amor,Leonardo Santoro,2011,
2270,Luz Mistério,Gustavo Araujo,2021,
2271,Árvore Esperança Vento,Thiago Alves,2016,
2272,Noite Silêncio Destino,Rafael Santos,2015,
2273,Destino Futuro Tempo Sombra,Chris Silva,2022,
2274,Cidade Amor Futuro Tempo Futuro,Cleber Mendes,2017,
2275,Casa Tempo,Lucas Cruz,2017,
2276,Amor Mar,Paloma Rezende,2012,
2277,Mar Árvore Sonho Sombra,Eduarda Gomes,2017,
2278,Destino Cidade Silêncio,Patricia Santos,2016,
2279,Silêncio Vento Esperança,Carlos Simas,2015,
2280,Vida Mistério,Lucas Cruz,2021,
2281,Sonho Destino Luz Vida,Bruno Ferreira,2019,
2282,O Cidade,Luisa Santoro,2015,
2283,Esperança Cidade Noite Sonho,Leticia Ferreira,2019,
2284,A O,Ayrton Costa,2020,
2285,Silêncio O Amor Tempo Silêncio,Leticia Costa,2020,
2286,Tempo Esperança,Paolla Almeida,2012,
2287,A Mistério Noite Luz Mar,Felippe Santos,2021,
2288,Vida Casa,Carlos Moreira,2017,
2289,Futuro Casa,Daniela Lima,2016,
2290,Destino Silêncio Vida Passado,Daniela Carvalho,2011,
2291,Futuro Silêncio,Gabriel Solano,2015,
2292,Destino Vento Sombra,Lucas Almeida,2016,
2293,Árvore Destino Vida Casa Tempo,Rafael Costa,2016,
2294,Vento Casa Destino Destino Noite,Gabriel Costa,2013,
2295,Silêncio Sombra Tempo Destino Vento,Davi Faleiros,2021,
2296,Futuro Casa Árvore,Davi Moreira,2011,
2297,Silêncio Mar Cidade Sombra Destino,Caio Almeida,2020,
2298,Mistério Tempo,Daniela Moreira,2018,
2299,Mistério Árvore Luz Passado,Fabricio Simas,2017,
2300,A A Amor Luz Luz,Thiago Barbosa,2010,
2301,Silêncio Sombra Passado,Eduardo Pinto,2010,
2302,A Casa,Davi Nunes,2011,
2303,Passado Casa Sonho,Ronaldo Guedes,2021,
2304,O Casa Mar Noite,Daniela Lima,2014,
2305,Destino Casa Vento,Cristiano Mendes,2017,
2306,Mar Mar,Amanda Moreira,2014,
2307,Mistério Árvore,Felippe Santos,2012,
2308,O Futuro Silêncio Casa Silêncio,Carlos Santoro,2019,
2309,Passado Amor,Leticia Rezende,2017,
2310,Noite Vento Vento O Luz,Pedro Rocha,2011,
2311,Árvore Tempo,Paloma Solano,2014,
2312,Sonho Árvore Passado Casa O,Felipe Lima,2019,
2313,O Sonho Sombra,Carlos Rezende,2020,
2314,Futuro Vento O,Marcelo Souza,2010,
2315,Casa Mar Vento Destino Cidade,David Melo,2011,
2316,Futuro Árvore,Luan Pinto,2013,
2317,Destino O Vento,Bruno Pinto,2016,
2318,Silêncio O A Casa Amor,Mateus Carvalho,2017,
2319,Vida Vento Vento,Fabricio Cardoso,2021,
2320,O Mar,Davi Costa,2010,
2321,Sonho O Mistério Destino,Eduardo Souza,2011,
2322,Futuro A Mar Sombra Cidade,Arthur Nunes,2017,
2323,Noite Árvore Vida Árvore,Amanda Barbosa,2020,
2324,Noite O Mar Sombra,Ana Santos,2014,
2325,Esperança Sombra Futuro,Luisa Barbosa,2014,
2326,Cidade Futuro Vida Amor,Cristiano Arrascaeta,2020,
2327,Noite Passado Sombra,Amanda Barbosa,2012,
2328,Futuro A,Rodrigo Pinto,2017,
2329,Vento Sombra Amor Futuro A,Ronaldo Araujo,2018,
2330,Vento Árvore Casa,Josué Santoro,2011,
2331,Luz Tempo Noite Amor,Gabriel Simas,2014,
2332,Tempo Luz Vida Árvore Futuro,Eduarda Martins,2012,
2333,Árvore Sombra Amor Passado O,Luisa Rezende,2018,
2334,Noite Destino Esperança A Árvore,Leticia Freitas,2015,
2335,Mistério Esperança O,Eduardo Simas,2014,
2336,Amor Sonho Destino,Rodrigo Amaral,2014,
2337,Sombra A Mar,Davi Santoro,2013,
2338,Destino Destino Sonho Passado,Gustavo Melo,2019,
2339,Sonho Tempo Futuro Vento,Fernanda Carvalho,2014,
2340,Tempo Destino,Eduardo Costa,2019,
2341,Passado Futuro Destino,Maria Freitas,2019,
2342,Sonho Vento Mistério Amor,Ayrton Araujo,2022,
2343,Vento Vento,Ronaldo Nunes,2022,
2344,A Vento Luz Árvore A,David Ribeiro,2018,
2345,Luz Silêncio Futuro A Sonho,Pedro Gomes,2010,
2346,Sonho Árvore Destino O Luz,Carlos Moraes,2011,
2347,Sombra Mar Luz Amor,Lucas Araujo,2015,
2348,Árvore Destino,Gabriel Souza,2012,
2349,Futuro Silêncio,Vitor Almeida,2015,
2350,Silêncio Sombra Silêncio,Gustavo Lima,2015,
2351,Noite Silêncio Esperança,Marcelo Martins,2012,
2352,Noite A A Sombra Luz,Bruna Barbosa,2015,
2353,Mistério Passado Futuro,Paloma Costa,2013,
2354,Luz Vento Cidade,Gabriel Ribeiro,2011,
2355,A Cidade Futuro,Cristiano Freitas,2016,
2356,Mistério Mistério Mar Luz Cidade,Natália Barbosa,2020,
2357,Mar Árvore Luz,Gabriel Silva,2013,
2358,Futuro A,Ana Souza,2017,
2359,Sonho Cidade Tempo Tempo O,Rafael Mendes,2015,
2360,Passado Sombra,Hugo Gomes,2016,
2361,Amor Silêncio,Marcelo Cruz,2018,
2362,Esperança Silêncio Silêncio,Felippe Lima,2021,
2363,Destino O Árvore Luz Cidade,Nayara Pereira,2020,
2364,Sombra Luz Mistério Vida,Felipe Cruz,2016,
2365,Sonho Tempo A Amor,Mateus Barbosa,2013,
2366,Casa Noite Luz Passado Árvore,Hugo Guedes,2015,
2367,A Sombra Cidade Cidade Casa,Felippe Cruz,2013,
2368,O Noite A,Vitor Pinto,2020,
2369,O Casa Noite Futuro,Julia Cardoso,2022,
2370,Mistério Mar Casa Mar,Patricia Almeida,2022,
2371,Noite O,David Faleiros,2014,
2372,Esperança Amor Sombra Cidade,Felipe Gomes,2017,
2373,Amor Luz,Ayrton Pinto,2015,
2374,Sombra Cidade Casa A Luz,Fabricio Gomes,2018,
2375,Vento Casa Árvore Cidade Mar,Fernanda Freitas,2014,
2376,Futuro Noite,Fabricio Guedes,2017,
2377,Futuro Mar Mistério,Bruno Martins,2017,
2378,Luz Noite,Fabricio Mendes,2017,
2379,Noite Cidade Noite Vento,João Rezende,2015,
2380,Vida Passado Tempo Tempo,Fernanda Pinto,2016,
2381,O Cidade Mar A Destino,Camila Almeida,2012,
2382,Árvore O Silêncio Luz Vida,Lucas Lima,2019,
2383,Vida Esperança Mistério Tempo,Hugo Souza,2020,
2384,Luz Silêncio Sonho,Carlos Souza,2021,
2385,Mar Sombra,João Melo,2013,
2386,A Tempo Sombra,Paolla Souza,2017,
2387,Mar Mistério Mistério O,Paolla Costa,2012,
2388,Noite Luz Luz Vento Destino,Daniela Santos,2020,
2389,Cidade Vento Futuro Luz,Carlos Alves,2022,
2390,Mar Tempo Cidade Sombra,Rodrigo Lima,2019,
2391,A Sombra Sombra Sombra,Felippe Cruz,2021,
2392,Noite A,Julia Santos,2022,
2393,Noite Casa Vento,Josué Lima,2015,
2394,O Sombra,Thiago Rezende,2013,
2395,Árvore Esperança Mistério A,Felipe Mendes,2015,
2396,Destino Futuro Amor,Chris Ferreira,2014,
2397,Sombra Mar Cidade,Ayrton Melo,2020,
2398,Cidade Destino Esperança Sonho,Patricia Simas,2013,
2399,Sombra Cidade Mistério Esperança Luz,Artur Arrascaeta,2019,
2400,Árvore Casa Destino,Fernanda Saigg,2012,
2401,Mistério Passado Vida Cidade Sonho,Felipe Araujo,2019,
2402,Futuro Árvore,Marcelo Lima,2015,
2403,Mar Vida Passado Vida,Thiago Arrascaeta,2018,
2404,Sombra Sonho Esperança Sombra,Vitor Araujo,2018,
2405,Vida Luz Casa,Paolla Silva,2010,
2406,Casa Sombra Tempo Mar,Pedro Almeida,2014,
2407,Sonho Esperança Sonho Passado,Pedro Moraes,2022,
2408,Silêncio Sonho Amor Esperança,Pedro Rocha,2016,
2409,Árvore Sonho Mar Mistério,Bruna Melo,2012,
2410,Passado O Noite,Rafael Solano,2014,
2411,Passado Casa Destino Árvore Sonho,Julia Gomes,2014,
2412,Cidade Passado Mistério Tempo,Luisa Arrascaeta,2011,
2413,O Luz Vida Mistério,Rafael Araujo,2013,
2414,Amor O,Cleber Cardoso,2016,
2415,Vida Mar A Futuro Passado,Camila Guedes,2010,
2416,Sombra Vento Sonho,Thiago Oliveira,2018,
2417,Silêncio Sombra Mistério Esperança,Mateus Martins,2016,
2418,Vento Sombra Amor,Paloma Souza,2021,
2419,Sombra Noite Cidade,Rafael Cardoso,2019,
2420,Árvore Silêncio Passado,Josué Pinto,2020,
2421,A Casa Árvore Silêncio Luz,Paloma Costa,2017,
2422,Mistério Sombra Mistério O,Chris Gomes,2022,
2423,Noite Futuro Amor,Natália Mendes,2019,
2424,Mistério Passado Passado Silêncio,Luan Costa,2012,
2425,Casa Vento Árvore,Carlos Costa,2022,
2426,Vida Passado,Gabriel Guedes,2019,
2427,Luz Passado Vida,Ayrton Santoro,2017,
2428,Mistério Vento,Fernanda Araujo,2012,
2429,A Mistério,Luan Barbosa,2018,
2430,Sombra Mar,Ronaldo Nunes,2012,
2431,Vento Vida Destino Mar,Rafael Pereira,2020,
2432,Destino Esperança Vento Passado,Ana Barbosa,2013,
2433,Sonho Amor Noite Sombra Esperança,Nayara Souza,2021,
2434,Tempo Luz Vida,Hugo Faleiros,2011,
2435,Vida Destino,Julia Arrascaeta,2018,
2436,Sombra Amor Noite Casa Sonho,Ana Luiza Melo,2012,
2437,Passado Amor Amor Sombra Noite,Chris Saigg,2018,
2438,Mar Vento Noite,Vitor Santos,2020,
2439,Noite Vento,Arthur Oliveira,2017,
2440,Sombra Casa Sombra Casa Destino,Ayrton Ribeiro,2019,
2441,Árvore Tempo Árvore Vida,Rafael Gomes,2015,
2442,Futuro O Destino Noite Luz,Eduarda Ribeiro,2010,
2443,O Tempo Tempo,Eduarda Souza,2012,
2444,Casa Noite,João Simas,2018,
2445,Vida Árvore Esperança,Bruna Ferreira,2016,
2446,Vento Árvore Cidade Vida Futuro,Maria Gomes,2014,
2447,Amor Esperança Sonho Luz,Lucas Martins,2013,
2448,Vento Amor A Sonho Tempo,Eduarda Souza,2015,
2449,Esperança Noite Tempo,Nayara Lima,2010,
2450,Passado Vida Destino Sonho,Caio Pereira,2010,
2451,Vida Sombra Árvore A Árvore,Natália Pereira,2014,
2452,Mistério Futuro A,Artur Araujo,2016,
2453,Vento Esperança Cidade O,João Santoro,2011,
2454,Vida Luz,Patricia Souza,2016,
2455,Amor Passado Árvore Luz,Gabriel Costa,2018,
2456,A Mistério Silêncio Destino,Rafael Araujo,2016,
2457,Casa A,Paloma Amaral,2018,
2458,Mar A Destino Esperança Destino,Marcelo Pinto,2011,
2459,Silêncio Amor A,Rodrigo Santos,2012,
2460,Mar Árvore Luz,Patricia Nunes,2010,
2461,Amor Mistério Árvore,Caio Rezende,2019,
2462,O Luz Silêncio Sombra,Gustavo Ferreira,2014,
2463,Sombra Amor Futuro,Leonardo Costa,2022,
2464,Esperança Casa Luz,Arthur Cruz,2012,
2465,Sombra Árvore,Daniela Araujo,2020,
2466,Futuro Sombra Sonho Destino A,Gabriel Cruz,2010,
